ISIN,Local 1,Ticker,Issuer,Issuer Country,Coupon,Workout date,Final Maturity,Expected Remaining Life,Time To Maturity,Next Call Date,Next Coupon Date,Coupon Frequency,Bid Price,Ask Price,Bid_Ask_Spread,Index Price,Accrued Interest,Dirty Index Price,Coupon Payment,Notional Amount,Capped Notional Amount,Market Value,Capped Market Value,Cash Payment,Capped Cash Payment,Street Yield,Annual Yield,Semi-Annual Yield,Street Yield to Maturity,Annual Yield to Maturity,Semi-Annual Yield to Maturity,Duration,Street Modified Duration,Annual Modified Duration,Semi-Annual Modified Duration,Street Modified Duration to Maturity,Annual Modified Duration to Maturity,Semi-Annual Modified Duration to Maturity,Effective OA duration,Street Convexity,Annual Convexity,Semi-Annual Convexity,Street Convexity to Maturity,Annual Convexity to Maturity,Semi-Annual Convexity to Maturity,OA Convexity,Benchmark ISIN,Annual Benchmark Spread,Semi-Annual Benchmark Spread,Annual Benchmark Spread to BM-Curve,Semi-Annual Benchmark Spread to BM-Curve,Asset Swap Margin,OAS,Z-Spread,Z-Spread Over Libor,DV 01,Level 1,Level 4,Level 5,Level 6,Level 7,Level 8,Markit iBoxx Rating,Seniority Level 1,Seniority Level 2,Is Hybrid Capital,is Callable,1-5 Years,1-10 Years,1-15 Years,1-20 Years,3-5 Years,5-7 Years,5-10 Years,5-15 Years,7-10 Years,10-15 Years,15-20 Years,15-25 Years,20-25 Years,25-30 Years,5+ Years,7+ Years,10+ Years,15+ Years,25+ Years,30+ Years,Daily Return,Month-to-Date Return,Quarter-to-Date Return,Year-to-Date Return,Daily Sovereign Curve Swap Return,Daily Libor Swap Return,Month-to-date Sovereign Curve Swap Return,Month-to-date Libor Swap Return,Duration weighted exposure
US931142DD23,,WMT,Wal Mart Stores Inc,UNITED STATES,4.25,15/04/2021,15/04/2021,5.222222222,5.222222222,,15/04/2016,2,111.08827,111.4293,0.34103,111.08827,1.180555556,112.2688256,0.0,1000000000,1000000000.0,1122688256.0,1122688256.0,0.0,0.0,2.002618684,2.012644888,2.002618684,2.002618684,2.012644888,2.002618684,4.719119054,4.672334531,4.626013823,4.672334531,4.672334531,4.626013823,4.672334531,4.713529583,25.63635556,27.39793924,25.63635556,25.63635556,27.39793924,25.63635556,23.74982961,US912828N480,55.069401,54.5972353,50.26376892,49.83022825,60.40425411,49.22292695,49.24354405,58.611714,0.052918243,G,Non-Financials,Consumer Services,Retail,General Retailers,Broadline Retailers,AA,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.000370647,0.009088392,0.009088392,0.009088392,0.000742365,0.000598229,0.01740241,0.018087392,0.004409302
US00206RAX08,,T,AT&T Inc,UNITED STATES,4.45,15/05/2021,15/05/2021,5.305555556,5.305555556,,15/05/2016,2,106.5736,106.82594,0.25234,106.5736,0.865277778,107.4388778,0.0,1250000000,1250000000.0,1342985972.0,1342985972.0,0.0,0.0,3.096070735,3.12003487,3.096070735,3.096070735,3.12003487,3.096070735,4.76639904,4.693738311,4.622185248,4.693738311,4.693738311,4.622185248,4.693738311,4.759325967,25.91416287,27.37126256,25.91416287,25.91416287,27.37126256,25.91416287,24.28205705,US912828N480,165.8083992,163.9424404,159.6261275,157.8098584,169.1215957,158.917236,158.9407095,168.5325632,0.051133664,G,Non-Financials,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.001939074,0.004523081,0.004523081,0.004523081,0.000761559,0.000625698,0.017688172,0.018299817,0.00527451
US02209SAL79,,MO,Altria Group Inc,UNITED STATES,4.75,5/5/2021,5/5/2021,5.277777778,5.277777778,,5/5/2016,2,109.50074,109.68723,0.18649,109.50074,1.055555556,110.5562956,0.0,1500000000,1500000000.0,1658344433.0,1658344433.0,0.0,0.0,2.800179698,2.819782214,2.800179698,2.800179698,2.819782214,2.800179698,4.715185981,4.650080674,4.585874313,4.650080674,4.650080674,4.585874313,4.650080674,4.708420281,25.54602658,27.07549378,25.54602658,25.54602658,27.07549378,25.54602658,23.85481746,US912828N480,135.7831336,134.3533367,130.0597418,128.6759463,141.7863309,129.5285632,129.5582968,138.9752904,0.05205455,G,Non-Financials,Consumer Goods,Personal & Household Goods,Tobacco,Tobacco,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.001159969,0.010963013,0.010963013,0.010963013,0.000754918,0.000616546,0.017591928,0.018228539,0.006513065
US46625HHZ64,,JPM,JPMorgan Chase & Co,UNITED STATES,4.625,10/5/2021,10/5/2021,5.291666667,5.291666667,,10/5/2016,2,108.06977,108.58787,0.5181,108.06977,0.963541667,109.0333117,0.0,2000000000,1862898056.0,2180666233.0,2031179443.0,0.0,0.0,2.965133184,2.987113221,2.965133184,2.965133184,2.987113221,2.965133184,4.738019869,4.668801774,4.600594891,4.668801774,4.668801774,4.600594891,4.668801774,4.73107774,25.70541998,27.1934192,25.70541998,25.70541998,27.1934192,25.70541998,24.04841731,US912828N480,152.5162343,150.8486853,146.5634025,144.9436991,157.357315,145.9664634,145.9930677,155.4897277,0.051584507,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.001164868,0.002053245,0.002053245,0.002053245,0.000758238,0.000621115,0.01764013,0.018264206,0.007977356
US29273RAN98,,ETP,Energy Transfer Partners LP,UNITED STATES,4.65,1/6/2021,1/6/2021,5.35,5.35,,1/6/2016,2,90.0,91.0,1.0,90.0,0.6975,90.6975,0.0,800000000,800000000.0,725580000.0,725580000.0,0.0,0.0,6.916142328,7.03572489,6.916142328,6.916142328,7.03572489,6.916142328,4.726245726,4.568271642,4.415577819,4.568271642,4.568271642,4.415577819,4.568271642,4.700878553,24.8110165,25.24279201,24.8110165,24.8110165,25.24279201,24.8110165,23.38438999,US912828N480,557.3774012,545.9495997,550.4609217,539.0887111,505.141546,547.6890025,550.3861759,559.9553386,0.042635793,G,Non-Financials,Utilities,Utilities,Gas / Water & Multiutilities,Gas Distribution,BBB,*,*,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.000427427,-0.036847186,-0.036847186,-0.036847186,0.000773786,0.000640648,0.017859807,0.018410968,0.002849679
US984121CD36,,XRX,Xerox Corp,UNITED STATES,4.5,15/05/2021,15/05/2021,5.305555556,5.305555556,,15/05/2016,2,100.50735,101.14069,0.63334,100.50735,0.875,101.38235,0.0,1062353000,1062353000.0,1077038437.0,1077038437.0,0.0,0.0,4.390525398,4.438717181,4.390525398,4.390525398,4.438717181,4.390525398,4.740481487,4.638650914,4.53900777,4.638650914,4.638650914,4.53900777,4.638650914,4.733210148,25.40925313,26.50239084,25.40925313,25.40925313,26.50239084,25.40925313,24.10813259,US912828N480,297.6766303,293.3879067,291.4943586,287.2553247,290.6514204,290.9652076,290.9909598,300.5141015,0.047986397,G,Non-Financials,Technology,Technology,Technology Hardware & Equipment,Electronic Office Equipment,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.00011973,2.42e-05,2.42e-05,2.42e-05,0.000761559,0.000625698,0.017688172,0.018299817,0.004230015
US767201AN61,,RIOLN,Rio Tinto Finance USA Ltd,AUSTRALIA,4.125,20/05/2021,20/05/2021,5.319444444,5.319444444,,20/05/2016,2,98.72032,99.1678,0.44748,98.72032,0.744791667,99.46511167,0.0,1000000000,1000000000.0,994651116.7,994651116.7,0.0,0.0,4.396313693,4.444632628,4.396313693,4.396313693,4.444632628,4.396313693,4.791846306,4.688779577,4.587929687,4.688779577,4.688779577,4.587929687,4.688779577,4.784626977,25.81255641,26.91045058,25.81255641,25.81255641,26.91045058,25.81255641,24.50480221,US912828N480,298.268175,293.9667362,291.8564634,287.6065584,287.8776474,291.0242833,291.0468473,300.7311156,0.047590346,G,Non-Financials,Basic Materials,Basic Resources,Mining,General Mining,A,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.005634631,-0.013322732,-0.013322732,-0.013322732,0.000764879,0.000630296,0.017736054,0.018335371,0.003906442
US91159HHA14,,USB,US Bancorp,UNITED STATES,4.125,23/04/2021,24/05/2021,5.330555556,5.330555556,,24/05/2016,2,108.58539,108.84638,0.26099,108.58539,0.698958333,109.2843483,0.0,1000000000,1000000000.0,1092843483.0,1092843483.0,0.0,0.0,2.374005409,2.388095163,2.374005409,2.399041814,2.413430318,2.399041814,4.762480737,4.706613112,4.651400858,4.706613112,4.776220766,4.71960808,4.776220766,4.795144833,25.88555982,27.55326213,25.88555982,26.64672829,28.32297701,26.64672829,23.02423356,US912828N480,92.6144285,91.7359078,86.0191649,85.19365331,97.3793074,85.45606576,87.55159227,97.35479465,0.052403428,D,Financials,Financials,Banks,Banks,Banks,AA,SEN,*,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.001314952,0.007501569,0.007501569,0.007501569,0.00074697,0.000607105,0.01748052,0.018144522,0.004292088
US09247XAH44,,BLK,BlackRock Inc,UNITED STATES,4.25,24/05/2021,24/05/2021,5.330555556,5.330555556,,24/05/2016,2,109.41979,109.86641,0.44662,109.41979,0.720138889,110.1399289,0.0,750000000,750000000.0,826049466.7,826049466.7,0.0,0.0,2.358513113,2.372419574,2.358513113,2.358513113,2.372419574,2.358513113,4.822063196,4.765861462,4.710314766,4.765861462,4.765861462,4.710314766,4.765861462,4.814795562,26.57182445,28.25661633,26.57182445,26.57182445,28.25661633,26.57182445,24.73106901,US912828N480,91.0468696,90.1866782,84.451606,83.64442371,95.243532,83.53363195,83.5496979,93.31933189,0.053030124,G,Financials,Financials,Financial Services,General Financial,Asset Managers,A,SEN,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.001348891,0.014535607,0.014535607,0.014535607,0.000766108,0.000635585,0.017774244,0.018363773,0.003244268
US428236BM44,,HPQ,Hewlett-Packard Co,UNITED STATES,4.3,1/6/2021,1/6/2021,5.35,5.35,,1/6/2016,2,100.63953,100.90942,0.26989,100.63953,0.645,101.28453,0.0,1250000000,1250000000.0,1266056625.0,1266056625.0,0.0,0.0,4.164438317,4.207794683,4.164438317,4.164438317,4.207794683,4.164438317,4.80842251,4.710342849,4.614263765,4.710342849,4.710342849,4.614263765,4.710342849,4.803024823,26.06364037,27.22519207,26.06364037,26.06364037,27.22519207,26.06364037,24.71575806,US912828N480,274.5843805,270.7791986,267.667901,263.91831,267.8871224,266.940242,266.9675208,276.7662976,0.048647211,G,Non-Financials,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.00029602,0.019477066,0.019477066,0.019477066,0.000773786,0.000640648,0.017859807,0.018410968,0.004972374
US448055AF08,,HSECN,Husky Energy Inc,CANADA,7.25,15/12/2019,15/12/2019,3.888888889,3.888888889,,15/06/2016,2,104.34422,105.2004,0.85618,104.34422,0.805555556,105.1497756,0.0,750000000,750000000.0,788623316.7,788623316.7,0.0,0.0,5.978792309,6.068157202,5.978792309,5.978792309,6.068157202,5.978792309,3.443589053,3.34363457,3.246581391,3.34363457,3.34363457,3.246581391,3.34363457,3.439994687,13.6840669,14.43162396,13.6840669,13.6840669,14.43162396,13.6840669,12.77113308,US912828N225,498.0625658,489.4201608,479.7219942,471.1953729,477.6906897,480.7240296,480.776007,483.0357955,0.036171467,G,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,BBB,*,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001133351,-0.040714452,-0.040714452,-0.040714452,0.000425956,0.000390365,0.011883983,0.013479302,0.003097279
US260543BY86,,DOW,The Dow Chemical Co,UNITED STATES,9.4,15/05/2039,15/05/2039,23.30555556,23.30555556,,15/05/2016,2,139.77251,140.97538,1.20287,139.77251,1.827777778,141.6002878,0.0,807940000,807940000.0,1144045365.0,1144045365.0,0.0,0.0,6.161096315,6.255994084,6.161096315,6.161096315,6.255994084,6.161096315,11.54274171,11.19778845,10.86314406,11.19778845,11.19778845,10.86314406,11.19778845,11.20491312,190.2997584,184.2073307,190.2997584,190.2997584,184.2073307,190.2997584,186.9656891,US912810RP57,343.3017246,335.7766127,368.9352508,361.1044779,484.7669033,382.2617618,382.2726407,410.4810097,0.158661892,G,Non-Financials,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,BBB,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,-0.004434873,-0.023550476,-0.023550476,-0.023550476,0.003192029,0.003426803,0.034008307,0.053313607,0.004493181
US61747YCG89,,MS,Morgan Stanley,UNITED STATES,7.3,13/05/2019,13/05/2019,3.3,3.3,,13/05/2016,2,114.18104,114.3507,0.16966,114.18104,1.46,115.64104,0.0,2730500000,2730500000.0,3157578597.0,3157578597.0,0.0,0.0,2.771589596,2.790793869,2.771589596,2.771589596,2.790793869,2.771589596,2.978698247,2.93798382,2.8978259,2.93798382,2.93798382,2.8978259,2.93798382,2.974289914,10.66223419,11.78232669,10.66223419,10.66223419,11.78232669,10.66223419,9.444417425,US912828N225,170.3262325,168.6998895,162.7763921,161.1977111,173.1543178,164.8693124,164.8992806,164.046413,0.034394998,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000656801,-0.002881678,-0.002881678,-0.002881678,0.000298229,0.000377361,0.009284496,0.011088466,0.012401232
US031162BH25,,AMGN,Amgen Inc,UNITED STATES,5.65,15/12/2041,15/06/2042,26.38888889,26.38888889,,15/06/2016,2,109.15123,110.37412,1.22289,109.15123,0.627777778,109.7790078,0.0,1250000000,1250000000.0,1372237597.0,1372237597.0,0.0,0.0,5.014504006,5.077367132,5.014504006,5.020052986,5.083055316,5.020052986,14.33228937,13.98173211,13.63974923,13.98173211,14.10913386,13.76366229,14.10913386,13.97716967,282.2247822,275.0779399,282.2247822,288.7248825,281.3076882,288.7248825,278.1476017,US912810RP57,225.4390294,221.1173818,238.9119202,234.4296183,280.8787452,246.7103222,248.2379646,283.9101675,0.153439982,G,Non-Financials,Health Care,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,BBB,*,*,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.003165999,0.011047173,0.011047173,0.011047173,0.003216865,0.00349228,0.039069873,0.057059925,0.005389394
US594918AD65,,MSFT,Microsoft Corp,UNITED STATES,5.2,1/6/2039,1/6/2039,23.35,23.35,,1/6/2016,2,113.01385,113.81277,0.79892,113.01385,0.78,113.79385,0.0,750000000,750000000.0,853453875.0,853453875.0,0.0,0.0,4.310039586,4.356480689,4.310039586,4.310039586,4.356480689,4.310039586,14.28077555,13.97951425,13.68460824,13.97951425,13.97951425,13.68460824,13.97951425,13.94922932,268.4926403,263.8407721,268.4926403,268.4926403,263.8407721,268.4926403,263.2992463,US912810RP57,153.3503851,150.6709398,178.8086228,175.8256068,215.1587818,179.3390887,179.3566751,212.11347,0.158733651,G,Non-Financials,Technology,Technology,Software & Computer Services,Software,AAA,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0.003247624,-0.000732134,-0.000732134,-0.000732134,0.003194239,0.003428656,0.034101342,0.053375669,0.003351897
US594918AC82,,MSFT,Microsoft Corp,UNITED STATES,4.2,1/6/2019,1/6/2019,3.35,3.35,,1/6/2016,2,108.30955,108.37737,0.06782,108.30955,0.63,108.93955,0.0,1000000000,1000000000.0,1089395500.0,1089395500.0,0.0,0.0,1.640064142,1.646788668,1.640064142,1.640064142,1.646788668,1.640064142,3.151454084,3.125821346,3.100397096,3.125821346,3.125821346,3.100397096,3.125821346,3.149131365,11.70715538,13.04257035,11.70715538,11.70715538,13.04257035,11.70715538,10.31037527,US912828N225,55.9257124,55.5473441,47.45967783,47.13475549,49.46903218,48.12984945,48.15852782,48.33782735,0.034306495,G,Non-Financials,Technology,Technology,Software & Computer Services,Software,AAA,*,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198039,0.004759299,0.004759299,0.004759299,0.00030966,0.0003791,0.009510299,0.011283538,0.004278546
US25179MAL72,,DVN,Devon Energy Corp,UNITED STATES,5.6,15/07/2041,15/07/2041,25.47222222,25.47222222,,15/07/2016,2,67.61848,68.36527,0.74679,67.61848,0.155555556,67.77403556,2.8,1250000000,1250000000.0,847175444.5,847175444.5,35000000.0,35000000.0,8.809400864,9.003414723,8.809400864,8.809400864,9.003414723,8.809400864,11.40325468,10.92216598,10.46137381,10.92216598,10.92216598,10.46137381,10.92216598,10.96632596,193.3263253,182.15669,193.3263253,193.3263253,182.15669,193.3263253,191.6667885,US912810RP57,618.0437885,600.6070676,635.1320034,617.4915181,484.2768738,653.8397824,654.837055,684.9940621,0.074323217,G,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,BBB,*,*,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.027142977,-0.090449616,-0.090449616,-0.090449616,0.003215623,0.003478855,0.038168237,0.0564287,0.0034647
US90131HBQ74,,FOXA,21st Century Fox America Inc,UNITED STATES,6.15,15/02/2041,15/02/2041,25.05555556,25.05555556,,15/02/2016,2,108.14707,109.44188,1.29481,108.14707,2.733333333,110.8804033,0.0,1500000000,1500000000.0,1663206050.0,1663206050.0,0.0,0.0,5.544169251,5.621013782,5.544169251,5.544169251,5.621013782,5.544169251,13.20684599,12.85061604,12.50399473,12.85061604,12.85061604,12.50399473,12.85061604,12.81488524,246.8632262,239.6447586,246.8632262,246.8632262,239.6447586,246.8632262,242.1129699,US912810RP57,279.8036944,274.0839063,298.5352384,292.5920904,334.6039923,307.4821106,307.5157009,340.3715531,0.142091964,G,Non-Financials,Consumer Services,Media,Media,Broadcasting & Entertainment,BBB,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.003111189,-0.030756329,-0.030756329,-0.030756329,0.003216911,0.00346278,0.037391834,0.055770915,0.006532158
US46625HJB78,,JPM,JPMorgan Chase & Co,UNITED STATES,5.6,15/07/2041,15/07/2041,25.47222222,25.47222222,,15/07/2016,2,114.0588,115.8986,1.8398,114.0588,0.155555556,114.2143556,2.8,1750000000,1630035799.0,1998751222.0,1861734883.0,49000000.0,45641002.37,4.652117617,4.706223113,4.652117617,4.652117617,4.706223113,4.652117617,14.58935777,14.25771494,13.93361095,14.25771494,14.25771494,13.93361095,14.25771494,14.17862376,287.6099579,281.3364427,287.6099579,287.6099579,281.3364427,287.6099579,280.8708402,US912810RP57,188.3246275,184.8787429,205.4128424,201.7631934,251.1188717,211.2115073,211.2210884,246.0796292,0.161940238,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.00333313,-0.006934116,-0.006934116,-0.006934116,0.003215623,0.003478855,0.038168237,0.0564287,0.007491123
US61747WAL37,,MS,Morgan Stanley,UNITED STATES,5.5,28/07/2021,28/07/2021,5.508333333,5.508333333,,28/01/2016,2,111.3063,111.46651,0.16021,111.3063,2.704166667,114.0104667,0.0,2450000000,2450000000.0,2793256433.0,2793256433.0,0.0,0.0,3.242067127,3.268344625,3.242067127,3.242067127,3.268344625,3.242067127,4.753399347,4.677574298,4.602958791,4.677574298,4.677574298,4.602958791,4.677574298,4.744835355,26.47353576,27.86431336,26.47353576,26.47353576,27.86431336,26.47353576,24.89124957,US912828N480,180.6393747,178.5420796,171.1072799,169.0865986,186.6920892,171.5150537,171.5140564,181.545802,0.054096089,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.001156522,-0.002866438,-0.002866438,-0.002866438,0.000810407,0.000694719,0.018388739,0.01881995,0.010970375
US26875PAD33,,EOG,EOG Resources Inc.,UNITED STATES,5.625,1/6/2019,1/6/2019,3.35,3.35,,1/6/2016,2,107.62887,107.79348,0.16461,107.62887,0.84375,108.47262,0.0,900000000,900000000.0,976253580.0,976253580.0,0.0,0.0,3.203677247,3.229336117,3.203677247,3.203677247,3.229336117,3.203677247,3.087729593,3.039048934,2.991135766,3.039048934,3.039048934,2.991135766,3.039048934,3.085201505,11.21968311,12.31747822,11.21968311,11.21968311,12.31747822,11.21968311,10.02343213,US912828N225,214.1804573,211.9086546,205.7144227,203.496066,210.1856939,206.9943014,207.0253052,206.865591,0.033465989,D,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,A,*,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037715,-0.013846275,-0.013846275,-0.013846275,0.00030966,0.0003791,0.009510299,0.011283538,0.003834187
US345397VU41,,F,Ford Motor Credit Co LLC,UNITED STATES,5.875,2/8/2021,2/8/2021,5.519444444,5.519444444,,2/2/2016,2,110.53614,111.07045,0.53431,110.53614,2.823263889,113.3594039,0.0,2000000000,2000000000.0,2267188078.0,2267188078.0,0.0,0.0,3.744099946,3.779145657,3.744099946,3.744099946,3.779145657,3.744099946,4.715168318,4.628520108,4.543464188,4.628520108,4.628520108,4.543464188,4.628520108,4.708830596,26.0935694,27.33237136,26.0935694,26.0935694,27.33237136,26.0935694,24.6731012,US912828N480,231.7194779,228.7453615,222.0038312,219.1078038,237.9912697,222.7101665,222.7771928,232.7268345,0.053379023,D,Non-Financials,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.001231305,-0.004674903,-0.004674903,-0.004674903,0.000815686,0.000698602,0.018453885,0.018849089,0.008904268
US06051GDZ90,,BAC,Bank of America Corp,UNITED STATES,7.625,1/6/2019,1/6/2019,3.35,3.35,,1/6/2016,2,115.63527,115.89702,0.26175,115.63527,1.14375,116.77902,0.0,2864165000,2864165000.0,3344743818.0,3344743818.0,0.0,0.0,2.709517086,2.727870793,2.709517086,2.709517086,2.727870793,2.709517086,3.017883674,2.977545127,2.937745766,2.977545127,2.977545127,2.937745766,2.977545127,3.015136358,10.93255832,12.07211939,10.93255832,10.93255832,12.07211939,10.93255832,9.706215063,US912828N225,164.0339249,162.4926385,155.5678903,154.0800499,166.9376747,157.5693423,157.6007514,157.0470578,0.035210467,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091986,0.000648596,0.000648596,0.000648596,0.00030966,0.0003791,0.009510299,0.011283538,0.013136314
US63946BAE02,,CMCSA,NBCUniversal Media LLC,UNITED STATES,4.375,1/4/2021,1/4/2021,5.183333333,5.183333333,,1/4/2016,2,108.98822,109.49688,0.50866,108.98822,1.385416667,110.3736367,0.0,1998471000,1998471000.0,2205785120.0,2205785120.0,0.0,0.0,2.513986311,2.529786629,2.513986311,2.513986311,2.529786629,2.513986311,4.660512057,4.602656974,4.545520097,4.602656974,4.602656974,4.545520097,4.602656974,4.655453937,24.99427853,26.59426053,24.99427853,24.99427853,26.59426053,24.99427853,23.25878927,US912828N480,106.7835751,105.733998,102.6203748,101.6042593,112.877435,101.6921126,101.7214457,110.8787584,0.051383938,G,Non-Financials,Consumer Services,Media,Media,Broadcasting & Entertainment,A,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.001082028,0.008350816,0.008350816,0.008350816,0.000733062,0.000585695,0.017264747,0.01798703,0.008663111
US06849RAG74,,ABXCN,Barrick North America Finance LLC,UNITED STATES,5.7,30/05/2041,30/05/2041,25.34722222,25.34722222,,30/05/2016,2,67.92305,68.77817,0.85512,67.92305,0.870833333,68.79388333,0.0,849970000,849970000.0,584727370.2,584727370.2,0.0,0.0,8.908738572,9.107152629,8.908738572,8.908738572,9.107152629,8.908738572,11.16676508,10.69056772,10.23467739,10.69056772,10.69056772,10.23467739,10.69056772,10.74947201,187.5344027,176.5711383,187.5344027,187.5344027,176.5711383,187.5344027,186.5832312,US912810RP57,628.4175791,610.5408384,645.9987927,627.9124089,493.2303403,666.0460812,666.0549843,695.8641685,0.073949792,G,Non-Financials,Basic Materials,Basic Resources,Mining,Gold Mining,BBB,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,-0.015624346,-0.001944737,-0.001944737,-0.001944737,0.003212612,0.003475032,0.037919855,0.05621874,0.002296487
US06849RAF91,,ABXCN,Barrick North America Finance LLC,UNITED STATES,4.4,30/05/2021,30/05/2021,5.347222222,5.347222222,,30/05/2016,2,90.90322,91.36247,0.45925,90.90322,0.672222222,91.57544222,0.0,1350000000,1350000000.0,1236268470.0,1236268470.0,0.0,0.0,6.436021677,6.539577614,6.436021677,6.436021677,6.539577614,6.436021677,4.757775164,4.609442795,4.46573496,4.609442795,4.609442795,4.46573496,4.609442795,4.749566165,25.14151445,25.69409655,25.14151445,25.14151445,25.69409655,25.14151445,24.33959811,US912828N480,507.7626736,497.9375346,500.8920821,491.1221651,463.6707616,500.5688964,500.5835048,510.1920912,0.043494362,G,Non-Financials,Basic Materials,Basic Resources,Mining,Gold Mining,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.001279999,0.018811294,0.018811294,0.018811294,0.000769336,0.000639638,0.017834924,0.018404915,0.004855382
US8935268Z94,,TRPCN,TransCanada Corp,CANADA,7.625,15/01/2039,15/01/2039,22.97222222,22.97222222,,15/07/2016,2,119.82113,121.25435,1.43322,119.82113,0.211805556,120.0329356,3.8125,1250000000,1250000000.0,1500411694.0,1500411694.0,47656250.0,47656250.0,6.020808452,6.111433788,6.020808452,6.020808452,6.111433788,6.020808452,12.12599795,11.77162447,11.4276073,11.77162447,11.77162447,11.4276073,11.77162447,11.79015714,204.1732721,197.7987369,204.1732721,204.1732721,197.7987369,204.1732721,201.1877913,US912810RP57,328.845695,321.7478264,355.7938845,348.3746785,416.2845104,365.3317468,365.3454763,394.3112507,0.141520717,D,Non-Financials,Oil & Gas,Oil & Gas,Oil Equipment / Services & Distribution,Pipelines,A,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0.001668753,-0.017483696,-0.017483696,-0.017483696,0.003184302,0.00341684,0.033474334,0.052833282,0.006079959
US00206RAZ55,,T,AT&T Inc,UNITED STATES,3.875,15/08/2021,15/08/2021,5.555555556,5.555555556,,15/02/2016,2,103.61447,104.07982,0.46535,103.61447,1.722222222,105.3366922,0.0,1500000000,1500000000.0,1580050383.0,1580050383.0,0.0,0.0,3.160202062,3.185169254,3.160202062,3.160202062,3.185169254,3.160202062,4.979974719,4.902510107,4.826250473,4.902510107,4.902510107,4.826250473,4.902510107,4.974614184,28.29614337,29.76132019,28.29614337,28.29614337,29.76132019,28.29614337,26.66454331,US912828N480,172.3218376,170.3555731,162.009647,160.1262663,169.3150698,161.0205065,161.079767,171.7357206,0.05240094,G,Non-Financials,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.003911179,0.002655716,0.002655716,0.002655716,0.000824309,0.000711178,0.018570963,0.018938302,0.006205569
